Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
63986,31,Finance,5,3,2,Female,3,3,1,H,Y,Y,Accountant,8285,6,No,18,2,H,7,Y,1,4,2,1,4,62
64023,36,Production,22,4,3,Male,4,1,1,L,Y,N,Machinists,3688,4,No,18,4,L,4,N,3,1,0,0,0,35
64069,49,IT_Support,19,3,2,Male,3,4,2,L,N,N,IT specialists,5931,2,No,19,2,H,5,N,2,2,7,3,7,38
64076,23,Research & Development,4,1,1,Male,4,1,2,H,N,Y,Research and Design Specialists,3505,4,No,18,4,L,2,Y,3,2,2,0,2,66
64122,42,Production,22,4,1,Male,4,2,3,L,N,Y,Production Supervisors,7413,2,No,15,2,L,8,N,3,2,2,1,4,34
64265,30,Sales,1,3,4,Female,2,2,2,H,N,Y,Sales Executive,6118,1,No,13,3,L,10,Y,3,10,9,1,2,54
64266,31,IT_Support,5,3,2,Female,4,3,3,H,Y,Y,Production Supervisors,6058,6,Yes,19,1,H,10,N,1,7,5,3,3,61
64281,22,Production,1,1,3,Female,3,1,2,L,N,Y,Machinists,2398,1,Yes,17,3,H,1,Y,3,1,0,0,0,68
64375,47,Research & Development,18,3,1,Male,3,1,2,L,N,N,Research and Design Specialists,3420,7,No,12,3,H,17,Y,2,6,5,1,2,50
64486,18,Production,4,3,3,Male,3,1,2,L,N,N,Machinists,1420,1,No,13,3,L,0,N,3,0,0,0,0,42
64644,34,Sales,3,3,3,Female,3,2,4,L,N,Y,Sales Executive,4538,4,Yes,12,4,L,4,Y,3,3,2,0,2,67
64652,26,Sales,7,2,1,Male,3,2,2,L,N,N,Sales Executive,4306,5,No,12,1,L,8,N,3,0,0,0,0,44
64703,24,Production,21,3,1,Female,3,1,1,L,N,N,Machinists,2886,8,Yes,16,4,L,6,N,3,6,3,1,2,34
64742,39,Production,10,3,3,Male,3,2,2,L,N,Y,Machinists,6782,7,No,15,3,L,9,N,2,5,4,0,3,49
64809,58,Research & Development,5,4,4,Male,1,2,2,H,N,Y,Customercare Representative,5660,2,Yes,13,4,H,12,Y,3,5,3,1,2,91
64845,37,Research & Development,12,3,4,Female,3,2,2,H,Y,Y,Customercare Representative,4107,9,No,15,1,L,8,Y,2,4,3,0,1,61
64986,27,Finance,23,3,1,Female,2,3,2,L,Y,Y,Accountant,9847,1,Yes,18,3,H,9,Y,1,8,4,3,3,67
64996,36,Production,7,4,3,Male,3,1,2,L,N,N,Machinists,2519,6,No,21,3,L,16,N,3,11,8,3,9,43
65115,52,IT_Support,1,3,1,Male,4,4,3,L,N,Y,IT specialists,8109,7,No,19,4,H,8,N,2,3,3,3,7,36
65121,53,Sales,1,3,1,Male,3,4,2,L,Y,Y,Sales Executive,11836,4,No,14,3,L,28,Y,3,2,0,2,2,61
65210,38,Research & Development,17,4,3,Male,3,1,1,H,Y,Y,Research and Design Specialists,2821,5,No,16,1,L,8,Y,3,2,2,2,2,51
65221,56,Research & Development,24,3,3,Female,3,1,4,H,N,N,Research and Design Specialists,4257,4,Yes,18,3,H,19,Y,3,2,2,2,2,65
65237,21,Sales,8,1,3,Male,3,1,2,L,Y,Y,Sales Representative,2380,4,Yes,11,4,L,2,Y,3,2,2,1,2,53
65248,41,Production,15,4,3,Male,3,1,1,H,N,Y,Machinists,2238,2,No,21,4,L,7,Y,3,5,0,1,4,51
65300,36,Research & Development,19,4,2,Female,3,3,2,L,N,Y,Customercare Representative,8008,1,No,12,3,L,9,N,3,3,2,0,2,48
65389,39,Sales,6,5,1,Male,4,3,2,L,Y,Y,Sales Executive,7880,7,No,18,4,H,9,Y,3,8,7,0,7,72
65412,38,Sales,16,4,4,Male,3,2,2,L,Y,N,Sales Executive,4440,8,No,15,1,L,16,Y,3,15,13,5,8,54
65450,25,Sales,10,1,2,Male,3,1,2,L,N,N,Sales Representative,2096,5,No,11,3,L,7,N,3,7,4,0,6,36
65459,30,Research & Development,9,3,3,Female,2,2,2,H,Y,Y,Manufacturing Director,6877,1,Yes,24,2,L,12,Y,2,0,0,0,0,61
65465,42,Finance,18,4,1,Male,2,2,2,L,N,N,Accountant,9450,4,Yes,20,4,H,5,Y,2,2,5,1,3,33
65558,31,Human Resources,9,5,4,Male,4,1,1,L,Y,Y,Human Resources,2956,3,No,17,3,H,2,Y,3,1,0,0,0,55
65623,40,Production,23,4,2,Male,3,1,2,L,Y,Y,Machinists,2387,5,No,22,3,L,7,Y,3,4,2,0,3,68
65630,38,Finance,11,3,2,Male,3,3,2,L,N,Y,Accountant,8891,4,Yes,16,2,H,7,N,3,6,5,2,3,35
65651,29,Finance,16,4,1,Male,2,2,2,L,N,Y,Accountant,8525,3,No,17,2,H,10,Y,3,3,6,3,7,25
65694,27,Finance,16,3,2,Male,2,3,2,L,N,Y,Accountant,8254,6,Yes,18,3,H,8,N,3,7,2,3,3,37
65786,43,Research & Development,7,1,4,Male,4,3,1,L,N,Y,Sales Executive,NA,8,No,15,2,L,7,N,3,0,0,0,0,74
65816,45,Production,14,4,1,Male,2,5,4,L,N,Y,Production Supervisors,6842,5,Yes,18,1,H,6,Y,2,4,4,2,6,39
65909,29,Research & Development,24,2,3,Male,4,1,2,L,N,N,Research and Design Specialists,2700,5,No,24,3,L,10,N,3,10,7,0,7,43
65943,40,Research & Development,15,2,2,Female,3,2,1,L,N,Y,Manufacturing Director,6516,5,Yes,16,2,L,18,Y,3,1,0,0,0,58
65975,24,Sales,16,,,Male,3,1,2,L,N,N,Sales Representative,2400,3,No,13,3,L,3,N,3,2,2,2,1,44
66010,49,Research & Development,8,4,3,Female,3,5,1,H,Y,Y,Research Director,18665,9,Yes,11,4,L,22,Y,3,3,2,1,2,56
66082,37,Research & Development,4,3,2,Male,3,3,4,H,Y,Y,Research Director,12185,1,Yes,14,3,H,10,Y,3,10,8,0,7,69
66123,41,Sales,5,2,2,Female,3,2,1,L,N,N,Sales Executive,5993,8,Yes,11,1,L,8,N,1,6,4,0,5,29
66174,19,Sales,4,3,4,Male,2,1,1,H,N,N,Sales Representative,2121,5,Yes,13,2,L,1,N,4,1,0,0,0,39
66226,50,Finance,9,3,2,Male,2,2,2,L,Y,Y,Accountant,8126,5,No,20,1,H,7,Y,2,9,7,1,3,72
66391,32,Research & Development,18,2,1,Female,4,1,2,L,N,N,Research and Design Specialists,2432,8,Yes,14,1,L,8,Y,3,4,1,0,3,50
66566,37,Research & Development,2,4,2,Female,3,2,4,H,N,Y,Manufacturing Director,6447,2,No,12,2,H,8,Y,2,6,5,4,3,64
66601,26,Research & Development,9,3,1,Female,3,1,2,H,N,Y,Research and Design Specialists,2061,1,No,21,1,H,1,Y,3,1,0,0,0,61
66776,44,Finance,17,3,2,Male,3,3,2,L,Y,N,Accountant,9012,8,Yes,18,4,L,7,N,3,6,6,3,7,60
66787,45,Production,14,4,4,Female,3,1,2,H,Y,Y,Machinists,2270,5,No,14,4,L,8,Y,3,5,3,0,2,68
66799,43,Finance,19,4,1,Male,2,3,2,L,Y,N,Accountant,9368,5,Yes,16,4,L,6,Y,3,7,4,3,2,83
66863,46,Sales,19,4,1,Male,3,2,2,H,N,Y,Sales Executive,5772,4,Yes,21,3,H,14,Y,3,9,6,0,8,64
66964,35,Research & Development,11,3,2,Female,4,3,1,H,N,Y,Manager,11996,7,No,18,2,L,10,Y,2,7,7,6,2,56
67083,33,Research & Development,20,3,1,Male,2,1,1,L,N,N,Research and Design Specialists,2313,1,Yes,20,2,L,5,N,3,2,2,2,2,31
67091,35,Production,22,4,4,Male,2,1,2,H,Y,Y,Machinists,2258,3,No,12,2,L,10,Y,3,8,0,1,7,66
67233,28,Finance,2,3,1,Female,3,3,2,L,Y,Y,Accountant,9156,3,Yes,19,4,L,8,Y,3,5,7,1,6,64
67269,18,Production,19,3,4,Female,3,1,4,L,N,Y,Machinists,1611,6,No,15,3,L,0,Y,4,0,0,0,0,65
67317,22,Research & Development,12,2,4,Male,2,2,2,H,Y,Y,Manufacturing Director,4775,3,No,22,1,H,4,Y,1,2,2,2,2,72
67357,28,Sales,23,3,3,Male,2,2,1,H,Y,N,Sales Executive,4724,5,No,11,3,L,5,N,3,5,3,0,4,38
67366,34,Research & Development,14,3,4,Female,2,3,4,H,N,Y,Customercare Representative,8621,8,No,14,2,L,9,Y,4,8,7,7,7,63
67379,43,Finance,5,3,1,Male,3,3,1,L,N,Y,Accountant,8164,8,Yes,18,3,H,7,Y,3,8,2,2,3,32
67403,31,Production,2,3,1,Female,4,2,3,L,N,Y,Production Supervisors,6097,2,Yes,19,4,L,10,Y,2,8,4,3,5,33
67417,26,Production,22,2,1,Male,2,1,2,L,Y,Y,Machinists,3955,2,No,16,1,L,6,Y,3,5,3,1,3,61
67448,39,Research & Development,18,1,2,Male,3,5,2,H,N,Y,Manager,19197,1,Yes,14,3,H,21,Y,3,21,8,1,6,66
67480,44,Finance,3,4,2,Male,3,3,2,L,N,Y,Accountant,8944,4,No,19,4,L,5,Y,3,10,6,1,2,44
67608,50,Sales,2,2,2,Male,3,2,2,L,N,Y,Sales Executive,6796,7,Yes,14,1,L,18,N,3,4,3,1,3,42
67658,43,Production,24,3,4,Male,4,1,2,L,Y,N,Machinists,4876,3,No,12,3,H,8,N,3,6,4,0,2,49
67672,22,Research & Development,12,4,3,Male,2,1,2,H,N,Y,Research and Design Specialists,2853,1,Yes,11,2,L,1,Y,3,0,0,0,0,54
67681,46,Research & Development,11,4,3,Male,3,2,1,L,Y,N,Customercare Representative,5562,5,No,14,4,L,19,N,3,10,7,0,9,47
67985,30,IT_Support,7,2,2,Male,2,2,3,L,N,Y,Sales Executive,7413,7,No,20,3,L,10,Y,2,8,3,2,6,80
68267,40,Finance,15,3,2,Male,2,2,2,H,Y,Y,Accountant,8599,7,Yes,20,2,H,5,Y,2,9,2,2,7,79
68305,54,Finance,12,4,2,Male,2,2,3,L,N,Y,Accountant,8858,3,Yes,20,3,L,6,N,1,10,2,1,3,36
68388,,Research & Development,10,3,1,Male,3,3,4,L,Y,Y,Customercare Representative,8633,3,No,23,2,L,25,Y,3,17,14,12,11,64
68494,35,Research & Development,8,2,2,Male,2,2,1,H,N,Y,Manufacturing Director,5916,3,Yes,13,1,L,8,Y,3,1,0,0,1,55
68576,37,Human Resources,21,4,3,Male,3,1,2,L,Y,N,Human Resources,2073,4,Yes,22,4,L,7,Y,3,3,2,0,2,33
68619,33,Production,10,3,3,Male,3,1,2,L,Y,N,Machinists,2436,5,Yes,13,3,L,8,N,1,5,4,0,4,30
68788,22,Research & Development,15,1,4,Male,3,1,2,L,Y,Y,Research and Design Specialists,2472,8,Yes,23,1,H,1,Y,3,1,0,0,0,54
68808,32,Production,10,4,3,Female,2,1,2,L,Y,Y,Machinists,2837,5,No,13,3,L,6,Y,3,6,2,4,1,59
68879,52,Production,8,3,1,Male,4,5,1,L,N,Y,IT specialists,6794,5,No,17,3,H,7,N,2,3,6,2,6,41
68882,28,Production,23,2,1,Male,3,1,2,H,N,N,Machinists,2207,2,No,16,4,L,4,N,2,4,2,2,2,36
68896,38,Research & Development,17,1,2,Male,3,2,1,L,N,Y,Customercare Representative,6673,7,Yes,19,2,L,17,N,3,1,0,0,0,18
68929,44,Research & Development,3,3,4,Male,3,2,4,H,Y,Y,Customercare Representative,5933,3,No,12,4,L,10,Y,2,5,2,2,3,64
68967,36,Research & Development,14,4,2,Male,3,1,2,L,N,N,Research and Design Specialists,4678,1,No,18,3,L,8,N,3,6,2,0,1,46
69056,46,Production,20,2,4,Male,3,3,2,H,Y,Y,Manufacturing Director,10845,2,No,13,2,L,13,Y,3,8,7,0,7,70
69077,26,Research & Development,21,1,3,Male,3,1,2,L,N,N,Research and Design Specialists,3102,0,No,22,3,L,7,N,3,6,4,0,4,45
69082,40,Production,14,4,4,Female,4,1,1,L,N,N,Machinists,2213,3,Yes,13,3,L,10,N,3,7,7,1,7,47
69085,52,Research & Development,24,3,2,Male,2,2,3,H,Y,Y,IT specialists,5004,6,No,16,3,L,10,Y,2,3,2,2,2,52
69109,30,Finance,9,3,2,Male,3,2,1,L,N,N,Accountant,9124,4,Yes,16,1,L,10,Y,1,7,7,3,7,49
69215,51,Sales,11,2,3,Female,3,2,2,H,N,Y,Sales Executive,4936,4,No,11,3,L,18,Y,2,7,7,0,7,60
69381,27,Research & Development,18,3,2,Female,4,1,3,L,Y,Y,Research and Design Specialists,3517,2,No,17,1,L,5,Y,3,3,2,0,2,71
69413,28,Sales,2,3,3,Male,3,2,1,L,Y,Y,Sales Executive,4898,9,No,14,4,H,5,Y,3,4,2,1,3,55
69587,49,Finance,23,4,2,Female,3,3,1,L,Y,Y,Accountant,8974,1,No,18,3,L,5,N,1,6,2,1,6,61
69671,42,Production,17,3,4,Female,2,1,4,H,N,Y,Machinists,2593,0,Yes,11,3,H,10,Y,3,9,6,7,8,63
69859,35,Production,3,3,4,Male,1,1,1,H,N,Y,Machinists,4230,0,No,15,3,L,6,Y,3,5,4,4,3,55
69996,46,Sales,13,3,3,Female,1,4,1,H,Y,Y,Manager,16872,3,Yes,12,2,L,28,Y,2,7,7,7,7,56
70117,25,Research & Development,5,1,4,Male,2,2,2,H,Y,N,Accountant,NA,8,Yes,12,4,L,6,N,3,2,2,2,2,63
70129,29,Research & Development,3,3,3,Male,3,1,4,H,Y,Y,Research and Design Specialists,2703,0,No,23,4,L,6,Y,3,5,4,0,4,52
70168,38,Production,20,3,1,Male,3,2,1,L,N,Y,Production Supervisors,6693,9,No,18,4,L,10,Y,2,10,4,2,6,40
70360,39,Production,2,2,3,Male,2,2,2,L,Y,N,Machinists,3069,7,No,15,4,L,11,Y,3,10,8,0,7,50
70408,27,Research & Development,5,2,4,Male,3,3,2,H,N,Y,Manufacturing Director,8793,6,No,21,3,L,9,Y,2,9,7,1,7,62
70556,25,Research & Development,9,3,4,Female,3,1,2,L,N,N,Research and Design Specialists,2096,4,No,18,4,H,2,N,2,2,2,2,1,42
70638,48,Research & Development,17,4,4,Male,3,1,2,H,N,N,Research and Design Specialists,2259,4,No,17,1,L,13,N,2,0,0,0,0,45
70644,45,Production,8,3,2,Male,4,2,2,L,N,N,Production Supervisors,5984,6,Yes,19,1,H,10,N,1,7,5,3,3,31
70695,48,Research & Development,20,3,4,Male,3,3,4,L,N,Y,Manufacturing Director,7898,9,No,11,3,L,11,Y,3,10,9,0,8,63
70734,30,Production,6,3,3,Male,3,2,1,H,Y,Y,Machinists,3072,1,No,11,3,L,12,Y,3,12,9,6,10,58
70890,30,Sales,17,3,2,Male,3,1,2,L,N,N,Sales Manager,1081,4,No,13,3,H,1,N,2,1,0,0,0,44
71007,32,Sales,22,3,3,Male,4,2,4,L,N,Y,Sales Executive,6209,7,No,15,3,L,10,Y,4,10,7,0,8,69
71078,530,Finance,7,3,2,Male,2,3,2,L,N,Y,Accountant,9497,7,No,15,4,L,10,N,1,8,2,2,6,50
71131,26,IT_Support,11,3,1,Female,3,3,2,L,Y,Y,IT specialists,9715,9,No,17,3,H,5,Y,2,10,7,3,3,77
71236,41,Production,13,3,4,Male,3,1,1,H,Y,Y,Machinists,4721,6,Yes,13,3,L,20,Y,3,18,13,2,17,55
71271,29,Production,11,4,4,Female,3,1,1,L,Y,N,Machinists,2974,1,No,17,3,L,9,N,3,5,3,1,2,38
71289,34,Research & Development,24,4,2,Female,4,1,2,H,N,Y,Research and Design Specialists,3280,5,No,16,3,L,10,Y,3,4,2,1,3,60
71343,39,Human Resources,24,3,4,Female,2,2,3,L,Y,Y,Human Resources,5204,3,No,11,3,H,13,Y,3,5,4,0,4,83
71459,53,IT_Support,13,4,2,Male,3,3,1,L,Y,Y,IT specialists,5782,7,No,17,3,H,5,Y,3,8,2,2,7,57
71625,28,Sales,24,4,2,Male,3,2,4,H,N,Y,Sales Executive,5253,1,No,16,4,H,7,Y,3,7,5,0,7,65
71628,50,Sales,6,3,4,Female,3,2,2,H,Y,Y,Sales Executive,6347,3,No,12,1,L,19,Y,3,18,7,0,13,57
71692,33,Research & Development,14,2,4,Male,3,2,2,L,Y,Y,Customercare Representative,5968,6,No,20,3,L,9,Y,3,9,7,2,8,53
71833,43,Research & Development,23,3,3,Male,2,1,1,L,N,N,Research and Design Specialists,2437,4,Yes,16,4,L,6,N,3,1,0,0,0,21
71886,29,Research & Development,9,4,2,Male,1,1,4,H,N,N,Research and Design Specialists,2720,9,No,18,4,L,10,Y,3,10,7,2,8,65
71930,32,Production,13,3,4,Male,2,1,2,L,N,N,Machinists,3730,0,Yes,14,4,L,4,N,1,3,2,1,2,36
71931,48,Production,15,3,2,Male,2,3,1,L,N,Y,Production Supervisors,7652,4,No,16,1,H,5,N,1,10,3,2,5,28
71969,55,Finance,12,4,1,Male,3,2,1,L,Y,Y,Accountant,8413,7,No,16,4,L,6,N,2,10,2,2,4,81
72037,31,Finance,25,3,2,Female,3,2,1,L,Y,Y,Accountant,8333,1,Yes,19,1,H,9,N,1,2,5,1,7,51
72065,36,Sales,4,4,2,Female,3,2,2,H,N,Y,Sales Executive,6815,9,No,13,1,H,15,Y,3,1,0,0,0,52
72095,53,Production,13,3,4,Male,3,2,2,H,N,N,Machinists,2450,9,No,17,4,L,19,Y,3,2,2,2,2,61
72225,45,Research & Development,4,4,2,Male,3,2,2,L,Y,Y,Customercare Representative,5399,5,No,12,3,L,12,Y,3,4,2,0,3,73
72255,18,Sales,10,3,4,Female,2,1,2,L,N,N,Sales Representative,1200,1,No,12,1,L,0,N,3,0,0,0,0,45
72407,21,Research & Development,9,1,4,Female,3,1,1,H,N,N,Research and Design Specialists,2693,9,No,19,1,L,1,N,2,1,0,0,0,31
72481,26,Research & Development,5,3,1,Male,3,1,1,L,N,N,Research and Design Specialists,2042,9,Yes,14,2,L,6,N,3,3,2,1,2,39
72591,55,Research & Development,22,2,4,Female,1,5,2,L,Y,Y,Manager,19187,8,No,14,4,L,23,Y,3,19,9,9,11,68
72636,31,Sales,19,2,4,Female,3,2,2,H,N,Y,Sales Executive,6932,8,No,13,4,L,9,N,2,9,8,0,0,43
72735,20,Sales,5,3,3,Male,4,1,2,L,Y,N,Customercare Representative,2678,8,No,17,4,H,2,N,3,2,1,2,2,41
72856,35,Sales,19,4,3,Male,2,2,1,L,N,N,Sales Executive,4312,0,No,14,2,L,16,Y,3,15,13,2,8,32
72878,32,IT_Support,9,2,3,Male,2,2,3,L,N,N,Sales Executive,5964,8,Yes,15,2,H,9,Y,3,8,4,1,6,75
72963,35,Sales,2,3,1,Female,3,2,3,H,N,Y,Sales Executive,4859,1,No,16,4,H,5,Y,3,5,4,0,3,71
73061,45,Research & Development,19,4,4,Male,3,3,1,L,N,Y,Research Director,13245,4,Yes,14,2,L,17,Y,4,0,0,0,0,38
73268,50,Finance,15,3,1,Male,3,3,1,H,Y,Y,Accountant,9863,7,No,19,1,L,9,Y,1,2,4,1,5,83
73296,38,Research & Development,14,3,2,Female,1,2,3,L,Y,N,Research and Design Specialists,5329,7,Yes,12,4,L,17,Y,3,13,11,1,9,33
73402,37,Research & Development,2,3,2,Female,3,1,2,L,N,Y,Research and Design Specialists,3936,5,No,11,1,L,8,Y,1,8,4,7,7,53
73471,47,Sales,17,1,2,Male,3,2,4,H,N,Y,Sales Representative,2976,3,No,19,1,H,5,Y,3,0,0,0,0,63
73487,46,Production,4,3,2,Male,4,3,3,L,N,N,Production Supervisors,5100,2,Yes,20,2,H,5,Y,3,10,2,3,7,40
73651,36,Research & Development,17,4,4,Female,3,2,3,L,Y,Y,Research and Design Specialists,6962,1,Yes,22,4,H,15,Y,3,1,0,0,0,75
73807,35,Production,14,3,2,Male,4,2,2,L,N,N,Machinists,3407,5,No,17,4,H,10,N,2,10,9,6,8,45
73944,29,Sales,7,3,3,Male,3,1,1,L,N,N,Sales Representative,2642,6,No,11,3,L,1,N,3,1,0,0,0,29
73983,40,Research & Development,6,3,1,Female,2,3,2,L,Y,Y,Manufacturing Director,10435,5,No,13,4,L,18,Y,3,18,15,14,12,50
74040,30,IT_Support,4,2,3,Male,4,2,2,L,Y,Y,Research and Design Specialists,NA,8,Yes,20,1,H,6,Y,3,2,2,2,3,76
74119,35,Research & Development,17,2,2,Male,3,2,2,L,Y,Y,Manufacturing Director,5762,1,No,14,3,H,15,Y,3,7,7,1,7,68
74165,51,Human Resources,18,3,3,Male,3,4,2,H,Y,Y,Manager,14026,2,Yes,11,2,L,33,Y,3,33,9,0,10,59
74296,37,Research & Development,12,2,3,Female,2,1,2,H,Y,Y,Research and Design Specialists,3920,2,No,14,1,H,17,Y,2,3,1,0,2,73
74374,34,Finance,11,3,1,Female,2,2,2,H,N,Y,Accountant,8634,3,No,20,4,L,8,N,2,4,3,1,7,37
74401,38,Finance,6,3,1,Male,2,2,1,L,Y,Y,Accountant,9967,3,Yes,18,3,L,10,Y,2,5,4,1,5,67
74430,18,Research & Development,23,2,2,Male,3,1,2,H,Y,Y,Research and Design Specialists,1051,2,No,15,4,L,0,Y,3,0,0,0,0,57
74636,55,Research & Development,7,3,3,Female,3,4,2,L,N,Y,Manager,16659,2,Yes,13,3,L,30,Y,3,5,4,1,2,50
74667,34,Finance,19,4,1,Male,2,3,1,L,Y,Y,Accountant,9665,8,Yes,20,3,L,10,Y,2,8,3,2,6,70
74684,47,Research & Development,18,2,3,Female,3,4,2,H,Y,Y,Manager,16752,4,Yes,11,3,H,26,Y,2,26,14,3,0,78
74749,42,Research & Development,23,3,2,Male,3,2,2,L,N,N,Manufacturing Director,4434,6,No,13,4,L,10,N,2,9,8,7,8,43
74849,21,Sales,7,1,1,Female,2,1,1,L,N,N,Sales Manager,2174,1,Yes,11,3,L,3,N,3,3,2,1,2,35
74965,28,Finance,21,4,1,Male,3,3,2,L,N,Y,Accountant,9028,3,No,17,1,L,7,N,1,2,6,3,7,27
74966,53,Production,1,3,1,Male,4,4,2,L,N,Y,Production Supervisors,6432,4,No,16,2,L,8,N,1,5,7,3,4,33
75069,50,Research & Development,10,4,2,Male,2,4,1,L,N,Y,Manager,17046,0,No,15,2,L,28,N,3,27,10,15,7,34
75383,41,Sales,13,2,4,Male,3,2,2,H,N,Y,Sales Executive,6230,7,No,14,4,H,16,Y,3,14,3,1,10,66
75402,29,Production,18,3,2,Female,3,2,1,L,N,N,Production Supervisors,5982,6,No,18,2,H,6,Y,3,8,4,2,5,35
75588,54,Research & Development,25,4,4,Female,3,3,2,L,N,Y,Manufacturing Director,10502,1,No,17,1,L,33,Y,1,5,4,1,4,66
75619,24,Sales,12,4,4,Female,3,2,2,L,N,N,Sales Executive,4260,1,Yes,12,4,L,5,N,4,5,2,0,3,43
75625,54,Finance,4,3,1,Female,3,3,2,L,Y,Y,Accountant,8453,8,Yes,18,4,H,5,N,1,10,7,3,3,72
75683,50,Finance,7,3,2,Male,3,3,2,L,Y,Y,Accountant,9399,8,No,19,1,L,7,N,1,3,5,1,6,61
75684,55,Research & Development,9,4,2,Male,4,4,2,H,Y,Y,Research Director,14732,3,No,13,4,H,31,Y,4,7,7,0,0,66
75702,46,Research & Development,15,2,4,Male,3,5,2,H,Y,Y,Research Director,19081,4,No,11,1,L,25,Y,3,4,2,0,3,57
75751,28,Finance,9,3,2,Male,2,2,2,L,N,Y,Accountant,9814,8,Yes,17,2,H,7,Y,3,3,2,3,6,40
75800,28,Research & Development,22,3,3,Male,3,1,4,L,Y,Y,Research and Design Specialists,2144,7,No,14,3,L,5,Y,2,5,3,1,4,63
75833,29,Finance,5,3,2,Male,2,3,2,L,Y,Y,Accountant,9447,2,No,15,2,L,5,Y,2,3,5,2,3,79
75849,51,Research & Development,9,2,4,Female,2,4,1,L,Y,Y,Manufacturing Director,13142,7,No,16,2,L,29,Y,2,5,2,0,3,56
75902,49,Sales,10,3,3,Female,3,3,2,L,N,Y,Sales Executive,7654,9,No,18,1,L,9,N,4,9,8,7,7,33
75928,59,Sales,6,3,1,Female,3,3,1,H,N,Y,Sales Executive,7637,7,No,11,4,H,28,N,2,21,16,7,9,68
76037,41,Research & Development,15,4,1,Female,2,2,2,H,N,Y,Customercare Representative,6811,2,Yes,17,1,H,10,Y,3,8,7,0,7,66
76195,29,Production,5,3,1,Male,2,3,4,L,N,N,Production Supervisors,5929,8,No,15,1,H,6,Y,1,4,7,1,3,30
76254,35,Research & Development,13,4,1,Female,3,2,2,H,Y,Y,Customercare Representative,6142,4,Yes,16,3,H,10,Y,3,5,2,0,4,57
76303,19,Research & Development,24,3,1,Female,2,1,2,H,N,N,Research and Design Specialists,1859,9,Yes,25,2,H,1,N,4,1,1,0,0,36
76317,31,Research & Development,10,5,1,Female,3,4,2,L,N,Y,Research Director,16422,5,No,11,3,H,9,Y,4,3,2,1,0,77
76328,47,Research & Development,13,3,3,Female,2,3,2,L,Y,Y,Manufacturing Director,10333,3,Yes,12,3,H,28,N,3,22,11,14,10,48
76599,29,Research & Development,22,4,2,Male,2,3,2,H,N,Y,Research Director,11935,1,No,18,3,H,10,Y,3,10,2,0,7,70
76614,33,Research & Development,6,4,3,Female,2,1,2,L,N,N,Research and Design Specialists,2622,6,No,21,4,L,7,N,3,3,2,1,1,48
76691,23,Production,16,1,4,Male,2,1,2,L,Y,N,Machinists,3989,1,Yes,11,1,L,5,N,3,5,4,1,2,33
76794,37,Finance,19,3,2,Male,2,2,1,L,Y,Y,Accountant,9477,8,Yes,16,3,L,5,Y,2,10,3,2,6,56
76796,35,Research & Development,20,4,2,Male,1,2,1,H,N,N,Research and Design Specialists,6646,5,No,13,2,L,17,Y,3,17,11,11,8,51
76815,45,Research & Development,14,2,3,Male,3,4,2,H,N,N,Customercare Representative,13496,0,Yes,14,2,H,21,Y,3,20,7,4,10,77
76821,43,Finance,8,3,2,Male,2,2,1,L,Y,Y,Accountant,8045,8,Yes,20,1,L,5,Y,2,8,6,2,4,81
76830,42,Research & Development,16,2,4,Male,2,2,2,L,Y,N,Research and Design Specialists,4332,4,No,12,4,L,20,Y,3,20,9,3,7,60
76840,32,Finance,2,3,2,Female,3,2,2,L,Y,Y,Accountant,8538,4,Yes,15,4,L,5,N,2,2,7,1,3,77
77061,40,Sales,11,3,2,Female,4,4,4,L,Y,Y,IT specialists,8070,3,No,15,1,L,7,Y,3,5,4,1,4,66
77081,56,Research & Development,8,3,3,Male,3,4,4,H,N,Y,Customercare Representative,11103,4,No,11,3,L,30,Y,2,10,7,1,1,69
77101,54,Sales,8,3,4,Female,3,2,2,H,N,Y,Sales Executive,5940,2,No,14,4,L,16,Y,3,6,2,0,5,52
77122,34,Finance,14,4,2,Male,3,3,2,L,N,Y,Accountant,9481,5,No,16,4,L,10,N,2,4,7,2,6,46
77167,52,Sales,19,1,1,Female,1,5,2,L,N,Y,Manager,19845,8,No,15,4,L,33,N,3,32,14,6,9,48
77194,44,Research & Development,18,4,4,Male,3,5,1,L,N,Y,Manager,19513,2,Yes,12,1,L,26,N,4,2,2,0,1,39
77266,32,Finance,7,4,2,Female,2,2,1,L,N,N,Accountant,8707,7,Yes,17,4,H,5,N,2,4,3,3,6,26
77304,54,Research & Development,23,4,4,Female,3,2,2,L,Y,Y,Research and Design Specialists,6854,1,No,15,2,H,14,Y,2,7,1,1,7,70
77333,25,Sales,1,4,3,Male,3,2,3,L,Y,Y,Sales Executive,4950,5,No,14,2,L,5,Y,3,4,3,1,1,88
77460,22,Research & Development,7,1,1,Male,3,1,2,H,N,Y,Research and Design Specialists,2773,7,No,20,4,L,3,Y,3,2,2,2,2,61
